行け。 	 Go.
トムは赤くなった。 	 Tom blushed.
トムは逃げた。 	 Tom escaped.
トムは眉をひそめた。 	 Tom frowned.
トムは怒った。 	 Tom got mad.
トムは楽しんだ。 	 Tom had fun.
トムは電話を切った。 	 Tom hung up.
トムは格好いい。 	 Tom is cool.
トムは足が速い。 	 Tom is fast.
トムが遅刻している。 	 Tom is late.
トムは貧しい。 	 Tom is poor.
トムは病気だ。 	 Tom is sick.
トムは弱い。 	 Tom is weak.
トムはひざまずいた。 	 Tom kneeled.
トムに振られちゃった。 	 Tom left me.
トムは気が付いた。 	 Tom noticed.
トムは前払いした。 	 Tom prepaid.
トムはリラックスした。 	 Tom relaxed.
トムはやあと言った。 	 Tom said hi.
トムはくしゃみをした。 	 Tom sneezed.
トムは教える。 	 Tom teaches.
トムは死にかけている。 	 Tom's dying.
トムは嘘をついている。 	 Tom's lying.
トムの言うとおりだ。 	 Tom's right.
トムは頭が良い。 	 Tom's smart.
あれ着てみて。 	 Try that on.
これ着てみて。 	 Try this on.
振り向いて。 	 Turn around.
俺に投票してくれ！ 	 Vote for me!
トムを起こしてきて。 	 Wake Tom up.
ゆっくり歩いてよ。 	 Walk slowly.
寒かった？ 	 Was it cold?
私たちは幸福です。 	 We're happy.
納得いかないなあ。 	 What a pain!
かわいそうに！ 	 What a pity!
何ですか。 	 What's that?
あれは何ですか。 	 What's that?
何ですか。 	 What's this?
トムはどこ？ 	 Where's Tom?
そこにいるのは誰だ。 	 Who's there?
どうしてでしょう。 	 Why is this?
はい知っています。 	 Yes, I know.
馬鹿だな、おまえ！ 	 You're nuts!
お前ってひでえ野郎だ。 	 You're sick!
あたりは静かだ。 	 All is quiet.
誰かケガした？ 	 Anybody hurt?
何かあった？ 	 Anything new?
忙しいんですか？ 	 Are you busy?
警官なの？ 	 Are you cops?
耳が聞こえないんですか？ 	 Are you deaf?
終わったの？ 	 Are you done?
お腹いっぱいになった？ 	 Are you full?
いる? 	 Are you here?
傷ついちゃった？ 	 Are you hurt?
道に迷っているんですか。 	 Are you lost?
大丈夫ですか？ 	 Are you okay?
体調が悪いの？ 	 Are you sick?
本気？ 	 Are you sure?
元気？ 	 Are you well?
牛肉にしてください。 	 Beef, please.
卵を一つ茹でてよ。 	 Boil one egg.
来られますか。 	 Can you come?
君は泳げますか。 	 Can you swim?
あなたは泳ぐ事が出来ますか。 	 Can you swim?
君も見てごらん！ 	 Check it out!
超イケてるよ！ 	 Check it out!
いつでも来て。 	 Come anytime.
戻っておいで。 	 Come back in.
早く来い。 	 Come quickly!
早く来なさい。 	 Come quickly.
私といっしょに来なさい。 	 Come with me.
私について来て。 	 Come with me.
いっしょに来なさい。 	 Come with us.
いいかげんにして。 	 Cut that out!
お呼びですか。 	 Did you call?
変じゃない？ 	 Do I look OK?
月曜日にして。 	 Do it Monday.
お酒は飲まれますか？ 	 Do you drink?
煙草を吸いますか。 	 Do you smoke?
最善を尽くしなさい。 	 Do your best!
最善を尽くしなさい。 	 Do your best.
俺に聞くなよ。 	 Don't ask me.
怒るなよ。 	 Don't be mad.
悲しまないで下さい。 	 Don't be sad.
忘れないでよ。 	 Don't forget.
うつむかないで。 	 Don't slouch.
安全運転してください。 	 Drive safely.
安全運転してね。 	 Drive safely.
安全運転でお願いします。 	 Drive safely.
魚をお願いします。 	 Fish, please.
お眠りなさい。 	 Get to sleep.
それ取って。 	 Give me that.
当たって砕けろ。 	 Go for broke!
こんばんは。 	 Good evening.
まあ一杯飲んで。 	 Have a drink.
彼は居眠りをした。 	 He dozed off.
彼は腹を立てた。 	 He got angry.
彼は車を持っている。 	 He has a car.
彼は彼女のことが大嫌いだ。 	 He hates her.
彼は詩人だ。 	 He is a poet.
あいつ、機嫌が悪いんだ。 	 He is cranky.
彼は外出しています。 	 He is not in.
彼は家をでた。 	 He left home.
彼は彼女に恋している。 	 He loves her.
彼は速く走る。 	 He runs fast.
彼は病気らしい。 	 He seems ill.
彼は具合が悪そうだ。 	 He seems ill.
彼は一人ぼっちだった。 	 He was alone.
彼は運が良かった。 	 He was lucky.
彼は歩くつもりだ。 	 He will walk.
彼は今いません。 	 He's out now.
おい、待てよ！ 	 Hey, wait up!
学校はどう？ 	 How's school?
学校はどうですか？ 	 How's school?
トムに憧れている。 	 I admire Tom.
私は中国人です。 	 I am Chinese.
私は好奇心旺盛なのです。 	 I am curious.
謝った。 	 I apologized.
私はキャビアを食べた。 	 I ate caviar.
げっぷがよく出ます。 	 I burp a lot.
彼に電話したんだ。 	 I called him.
私は話すことができない。 	 I can't talk.
見たよ。 	 I did see it.
気にしていないよ。 	 I don't care.
分からないよ。 	 I don't know.
知らないわ。 	 I don't know.
私は知らない。 	 I don't know.
わかりません。 	 I don't know.
歌いません。 	 I don't sing.
楽しかった。 	 I enjoyed it.
気持ちが悪い。 	 I feel awful.
めまいがします。 	 I feel dizzy.
絶好調です！ 	 I feel great.
私は幸福です。 	 I feel happy.
私は幸せに感じる。 	 I feel happy.
疲れたー。 	 I feel tired.
私はいぶかしく思った。 	 I had doubts.
私は疑問を抱いた。 	 I had doubts.
私は疑問を持った。 	 I had doubts.
私は疑念を抱いた。 	 I had doubts.
私は犬を飼っている。 	 I have a dog.
じんましんが出ました。 	 I have hives.
行かなくちゃ。 	 I have to go.
そろそろおいとましなければなりません。 	 I have to go.
音楽が聞こえる。 	 I hear music.
私は引っ越してきたばかりです。 	 I just moved.
トムにキスしちゃった。 	 I kissed Tom.
私はチェスが好きです。 	 I like chess.
私は音楽が好きです。 	 I like music.
がっくりだよ。 	 I lost heart.
私はオペラが大好きだ。 	 I love opera.
旅行が好きです。 	 I love trips.
私って、運が良かったのよ。 	 I lucked out.
私ね、運に恵まれてたわ。 	 I lucked out.
勉強しなくっちゃ。 	 I must study.
仕事が必要だ。 	 I need a job.
ぼくはお金がいる。 	 I need money.
睡眠をとったほうがよさそうだ。 	 I need sleep.
私は気を失いました。 	 I passed out.
私はピアノを弾きます。 	 I play piano.
俺、早口なんだ。 	 I speak fast.
そう思いますよ。 	 I suppose so.
トムをからかった。 	 I teased Tom.
敢えて危ない橋を渡ることにした。 	 I took risks.
了解しました。 	 I understand.
分かってる。 	 I understand.
なるほど。 	 I understand.
わかります。 	 I understand.
分かりました。 	 I understood.
扇風機がほしいな。 	 I want a fan.
たくさん欲しい。 	 I want a lot.
お金が欲しい。 	 I want money.
だから言ったでしょ。 	 I warned you.
お腹が空きました。 	 I was hungry.
淋しかった。 	 I was lonely.
負けない！ 	 I won't lose!
なぜなんだろう。 	 I wonder why.
トムに聞いてみます。 	 I'll ask Tom.
トムに頼むことにします。 	 I'll ask Tom.
また戻ってきます。 	 I'll be back.
大丈夫です。 	 I'll be fine.
遅れます。 	 I'll be late.
遅くなります。 	 I'll be late.
僕がやります。 	 I'll do this.
これを買います。 	 I'll take it.
これにします。 	 I'll take it.
私、カナダ人よ。 	 I'm Canadian.
私は銀行員です。 	 I'm a banker.
僕は意気地なしだ。 	 I'm a coward.
私は医師です。 	 I'm a doctor.
ちゃんと聞いてるよ。 	 I'm all ears.
私は今忙しい。 	 I'm busy now.
今、手がはなせません。 	 I'm busy now.
頭が混乱している。 	 I'm confused.
おなかがすいて死にそうだ。 	 I'm famished.
超腹減った。 	 I'm famished.
もう大丈夫です。 	 I'm fine now.
寒くて凍えそうだ。 	 I'm freezing.
僕はパースにいます。 	 I'm in Perth.
俺は無実だ！ 	 I'm innocent.
妊娠しています。 	 I'm pregnant.
ほっとしました。 	 I'm relieved.
本当にごめんなさい。 	 I'm so sorry.
おなかがすいて死にそうだ。 	 I'm starving.
超腹減った。 	 I'm starving.
お腹すいて死にそう。 	 I'm starving.
まだ起きてるよ。 	 I'm still up.
僕はくすぐったがりやなんだ。 	 I'm ticklish.
私はＮＴＴで働いています。 	 I'm with NTT.
もうくたくただよ。 	 I'm worn out.
もうボロボロ。 	 I'm worn out.
引退しました。 	 I've retired.
見たことがあります。 	 I've seen it.
月曜日で大丈夫？ 	 Is Monday OK?
トムは独りぼっちなの？ 	 Is Tom alone?
トムは酔っているのか？ 	 Is Tom drunk?
トムは満足してる？ 	 Is Tom happy?
トムが正しいの？ 	 Is Tom right?
トムいる？ 	 Is Tom there?
それって冗談？ 	 Is it a joke?
曇ってる？ 	 Is it cloudy?
それって、ここの近く？ 	 Is it nearby?
それって普通のこと？ 	 Is it normal?
それでいい？ 	 Is that okay?
それって本物？ 	 Is that real?
本当なの？ 	 Is that true?
これ、かっこいい？ 	 Is this cool?
これは偽物ですか？ 	 Is this fake?
ひょっとして、これって恋かしら? 	 Is this love?
これってミンクの毛皮なの？ 	 Is this mink?
これ、ワインなの？ 	 Is this wine?
そう悪くはない。 	 It isn't bad.
夜だった。 	 It was night.
そんなの無駄だよ。 	 It's a waste.
すごいじゃない！ 	 It's amazing.
寝る時間よ。 	 It's bedtime.
これはゴミです。 	 It's garbage.
それは私の船です。 	 It's my ship.
笑い事ではない。 	 It's no joke.
何でもない。 	 It's nothing.
完璧だ。 	 It's perfect.
土砂降りです。 	 It's pouring.
雪がふっています。 	 It's snowing.
雪が降っています。 	 It's snowing.
かわいいなー。 	 It's so cute.
簡単、簡単。 	 It's so easy.
ずいぶんと珍しいですね。 	 It's so rare.
これは自殺ですよ。 	 It's suicide.
大きすぎるわ。 	 It's too big.
暑くて仕方ない。 	 It's too hot.
暑くてかなわんわ。 	 It's too hot.
古すぎるわ。 	 It's too old.
トムに聞いてごらん。 	 Just ask Tom.
まあ冷静になれよ。 	 Just be cool.
とにかく失せろ。 	 Just go away.
ちょっと手伝って。 	 Just help me.
いいから黙って。 	 Just shut up.
まあ受け取って。 	 Just take it.
そのまま掘り続けて。 	 Keep digging.
走り続けて。 	 Keep running.
笑顔を続けて。 	 Keep smiling.
話し続けて。 	 Keep talking.
歩き続けて。 	 Keep walking.
書き続けて。 	 Keep writing.
いいかげんにして。 	 Knock it off.
トムに知らせろ。 	 Let Tom know.
トムを休ませてやりなさい。 	 Let Tom rest.
私のことはほっといて。 	 Let me alone.
ちょっといいですか？ 	 Let me speak.
食事に行きましょう。 	 Let's go eat.
さあ出かけよう。 	 Let's go out.
行くのはやめよう。 	 Let's not go.
人生は苦なり。 	 Life is hard.
私の言うことを聞きなさい。 	 Listen to me.
これ見て。 	 Look at this.
よく見て。 	 Look closely.
メアリーが入ってきた。 	 Mary came in.
メアリーは背が高い。 	 Mary is tall.
お肉をお願いします。 	 Meat, please.
そーっと動かしてね。 	 Move quietly.
目が痛いです。 	 My eyes hurt.
目がかゆいです。 	 My eyes itch.
頭痛がした。 	 My head hurt.
あごが痛い。 	 My jaw hurts.
足が痛い。 	 My legs hurt.
誰にも分からない。 	 No one knows.
誰も口を開かなかった。 	 No one spoke.
誰も知らないよ。 	 Nobody knows.
さあ楽しんで。 	 Now have fun.
さあ横になって。 	 Now lie down.
箱を開けて。 	 Open the box.
落ちついて。 	 Play it cool.
頼むから、急いで！ 	 Please hurry!
出ていけ。 	 Please leave.
手前にひいて開けてください。 	 Pull it open.
もう一度言って。 	 Say it again.
さようなら。 	 See you soon!
ではまた近々。 	 See you soon!
じゃあその時に。 	 See you then.
トムを放せ。 	 Set Tom free.
この恥知らず！ 	 Shame on you!
恥を知れ！ 	 Shame on you.
いい女だ。 	 She is a fox.
彼女は八つだ。 	 She is eight.
彼女はついている。 	 She is lucky.
彼女は無口です。 	 She is quiet.
彼女は間違っている。 	 She is wrong.
あの子はまだ若い。 	 She is young.
彼女はそれが好きでした。 	 She liked it.
彼女はそれが必要です。 	 She needs it.
彼女は忙しかった。 	 She was busy.
それを見せてよ。 	 Show me that.
誰かがやってきた。 	 Someone came.
小さい声で話してください。 	 Speak softly.
表に出ろ。 	 Step outside.
読むのを止めなさい。 	 Stop reading.
おしゃべりをやめなさい。 	 Stop talking.
フランス語を勉強しろよ。 	 Study French.
いい夢を見てね。 	 Sweet dreams.
落ち着けよ。 	 Take it easy.
落ちつけよ。 	 Take it easy.
無理しないでね。 	 Take it easy.
もっと気楽に生きなよ。 	 Take it easy.
本当にありがとう。 	 Thanks a lot.
ほんとありがとう。 	 Thanks a lot.
あれが私のです。 	 That is mine.
くすぐったいよ。 	 That tickles.
それで結構です。 	 That will do.
あれはトムのものよ。 	 That's Tom's.
それは嘘だよ。 	 That's a lie.
それは明らかだよ。 	 That's clear.
それはすごい。 	 That's great!
あれは私のCDです。 	 That's my CD.
その通り！ 	 That's right!
その通り！ 	 That's right.
そうです。 	 That's right.
違う。 	 That's wrong.
彼らは逃げた。 	 They escaped.
彼らは断った。 	 They refused.
その人たちが私を撃ったんです。 	 They shot me.
彼らなら、ここにいるよ。 	 They're here.
これは簡単です。 	 This is easy.
無料です。 	 This is free.
これはいいです。 	 This is good.
トムは承認した。 	 Tom approved.
トムは終わった。 	 Tom finished.
トムは金持ちになったんだ。 	 Tom got rich.
トムは主張した。 	 Tom insisted.
トムは頭のネジが飛んでいる。 	 Tom is crazy.
トムはイカれてるわ。 	 Tom is crazy.
トム、キモイな。 	 Tom is gross.
トムは重い。 	 Tom is heavy.
トムが嘘ついてるよ。 	 Tom is lying.
トムは頭がいい。 	 Tom is smart.
トムは賢い。 	 Tom is smart.
トムはいません。 	 Tom isn't in.
トムは聞いた。 	 Tom listened.
トムは約束した。 	 Tom promised.
トムは退職した。 	 Tom resigned.
トムはメアリーを見かけた。 	 Tom saw Mary.
トムは肩をすくめた。 	 Tom shrugged.
トムは行方不明になった。 	 Tom vanished.
トムは怪我を負わされた。 	 Tom was hurt.
